Date,Day,status_country,counts
10/7/2014,199,Cases_UnitedStates,
10/5/2014,197,Cases_UnitedStates,1.0
10/4/2014,196,Cases_UnitedStates,
10/1/2014,193,Cases_UnitedStates,1.0
9/28/2014,190,Cases_UnitedStates,
9/23/2014,185,Cases_UnitedStates,
9/21/2014,183,Cases_UnitedStates,
9/20/2014,182,Cases_UnitedStates,
9/19/2014,181,Cases_UnitedStates,
9/17/2014,179,Cases_UnitedStates,
9/14/2014,176,Cases_UnitedStates,
9/13/2014,175,Cases_UnitedStates,
9/10/2014,172,Cases_UnitedStates,
9/9/2014,171,Cases_UnitedStates,
9/7/2014,169,Cases_UnitedStates,
9/5/2014,167,Cases_UnitedStates,
8/31/2014,162,Cases_UnitedStates,
8/26/2014,157,Cases_UnitedStates,
8/20/2014,151,Cases_UnitedStates,
8/18/2014,149,Cases_UnitedStates,
8/16/2014,147,Cases_UnitedStates,
8/13/2014,144,Cases_UnitedStates,
8/11/2014,142,Cases_UnitedStates,
8/9/2014,140,Cases_UnitedStates,
8/6/2014,137,Cases_UnitedStates,
8/4/2014,135,Cases_UnitedStates,
8/1/2014,132,Cases_UnitedStates,
7/30/2014,129,Cases_UnitedStates,
7/27/2014,126,Cases_UnitedStates,
7/23/2014,123,Cases_UnitedStates,
7/20/2014,120,Cases_UnitedStates,
7/17/2014,117,Cases_UnitedStates,
7/14/2014,114,Cases_UnitedStates,
7/12/2014,112,Cases_UnitedStates,
7/8/2014,108,Cases_UnitedStates,
7/6/2014,106,Cases_UnitedStates,
7/2/2014,102,Cases_UnitedStates,
6/30/2014,100,Cases_UnitedStates,
6/22/2014,92,Cases_UnitedStates,
6/20/2014,90,Cases_UnitedStates,
6/19/2014,89,Cases_UnitedStates,
6/18/2014,88,Cases_UnitedStates,
6/17/2014,87,Cases_UnitedStates,
6/16/2014,86,Cases_UnitedStates,
6/10/2014,80,Cases_UnitedStates,
6/5/2014,75,Cases_UnitedStates,
6/3/2014,73,Cases_UnitedStates,
6/1/2014,71,Cases_UnitedStates,
5/28/2014,67,Cases_UnitedStates,
5/27/2014,66,Cases_UnitedStates,
5/23/2014,62,Cases_UnitedStates,
5/12/2014,51,Cases_UnitedStates,
5/10/2014,49,Cases_UnitedStates,
5/7/2014,46,Cases_UnitedStates,
5/5/2014,44,Cases_UnitedStates,
5/3/2014,42,Cases_UnitedStates,
5/1/2014,40,Cases_UnitedStates,
4/26/2014,35,Cases_UnitedStates,
4/24/2014,33,Cases_UnitedStates,
4/23/2014,32,Cases_UnitedStates,
4/22/2014,31,Cases_UnitedStates,
4/21/2014,30,Cases_UnitedStates,
4/20/2014,29,Cases_UnitedStates,
4/17/2014,26,Cases_UnitedStates,
4/16/2014,25,Cases_UnitedStates,
4/15/2014,24,Cases_UnitedStates,
4/14/2014,23,Cases_UnitedStates,
4/11/2014,20,Cases_UnitedStates,
4/9/2014,18,Cases_UnitedStates,
4/7/2014,16,Cases_UnitedStates,
4/4/2014,13,Cases_UnitedStates,
4/1/2014,10,Cases_UnitedStates,
3/31/2014,9,Cases_UnitedStates,
3/29/2014,7,Cases_UnitedStates,
3/28/2014,6,Cases_UnitedStates,
3/27/2014,5,Cases_UnitedStates,
3/26/2014,4,Cases_UnitedStates,
3/25/2014,3,Cases_UnitedStates,
3/24/2014,2,Cases_UnitedStates,
3/22/2014,0,Cases_UnitedStates,
1/5/2015,289,Cases_Spain,
1/4/2015,288,Cases_Spain,
1/3/2015,287,Cases_Spain,
1/2/2015,286,Cases_Spain,
12/31/2014,284,Cases_Spain,
12/28/2014,281,Cases_Spain,
12/27/2014,280,Cases_Spain,
12/24/2014,277,Cases_Spain,
12/21/2014,273,Cases_Spain,
12/20/2014,272,Cases_Spain,
12/18/2014,271,Cases_Spain,
12/14/2014,267,Cases_Spain,
12/9/2014,262,Cases_Spain,
12/7/2014,260,Cases_Spain,1.0
12/3/2014,256,Cases_Spain,
11/30/2014,253,Cases_Spain,1.0
11/28/2014,251,Cases_Spain,
11/23/2014,246,Cases_Spain,1.0
11/22/2014,245,Cases_Spain,
11/18/2014,241,Cases_Spain,1.0
11/16/2014,239,Cases_Spain,1.0
11/15/2014,238,Cases_Spain,
11/11/2014,234,Cases_Spain,1.0
11/10/2014,233,Cases_Spain,
11/9/2014,232,Cases_Spain,1.0
11/8/2014,231,Cases_Spain,
11/4/2014,227,Cases_Spain,1.0
11/3/2014,226,Cases_Spain,
11/2/2014,225,Cases_Spain,1.0
10/31/2014,222,Cases_Spain,
10/29/2014,220,Cases_Spain,1.0
10/27/2014,218,Cases_Spain,1.0
10/25/2014,216,Cases_Spain,
10/22/2014,214,Cases_Spain,1.0
10/21/2014,213,Cases_Spain,
10/19/2014,211,Cases_Spain,1.0
10/18/2014,210,Cases_Spain,
10/14/2014,206,Cases_Spain,1.0
10/13/2014,205,Cases_Spain,
10/12/2014,204,Cases_Spain,1.0
10/11/2014,203,Cases_Spain,
10/8/2014,200,Cases_Spain,1.0
10/7/2014,199,Cases_Spain,
10/5/2014,197,Cases_Spain,
10/4/2014,196,Cases_Spain,
10/1/2014,193,Cases_Spain,
9/28/2014,190,Cases_Spain,
9/23/2014,185,Cases_Spain,
9/21/2014,183,Cases_Spain,
9/20/2014,182,Cases_Spain,
9/19/2014,181,Cases_Spain,
9/17/2014,179,Cases_Spain,
9/14/2014,176,Cases_Spain,
9/13/2014,175,Cases_Spain,
9/10/2014,172,Cases_Spain,
9/9/2014,171,Cases_Spain,
9/7/2014,169,Cases_Spain,
9/5/2014,167,Cases_Spain,
8/31/2014,162,Cases_Spain,
8/26/2014,157,Cases_Spain,
8/20/2014,151,Cases_Spain,
8/18/2014,149,Cases_Spain,
8/16/2014,147,Cases_Spain,
8/13/2014,144,Cases_Spain,
8/11/2014,142,Cases_Spain,
8/9/2014,140,Cases_Spain,
8/6/2014,137,Cases_Spain,
8/4/2014,135,Cases_Spain,
8/1/2014,132,Cases_Spain,
7/30/2014,129,Cases_Spain,
7/27/2014,126,Cases_Spain,
7/23/2014,123,Cases_Spain,
7/20/2014,120,Cases_Spain,
7/17/2014,117,Cases_Spain,
7/14/2014,114,Cases_Spain,
7/12/2014,112,Cases_Spain,
7/8/2014,108,Cases_Spain,
7/6/2014,106,Cases_Spain,
7/2/2014,102,Cases_Spain,
6/30/2014,100,Cases_Spain,
6/22/2014,92,Cases_Spain,
6/20/2014,90,Cases_Spain,
6/19/2014,89,Cases_Spain,
6/18/2014,88,Cases_Spain,
6/17/2014,87,Cases_Spain,
6/16/2014,86,Cases_Spain,
6/10/2014,80,Cases_Spain,
6/5/2014,75,Cases_Spain,
6/3/2014,73,Cases_Spain,
6/1/2014,71,Cases_Spain,
5/28/2014,67,Cases_Spain,
5/27/2014,66,Cases_Spain,
5/23/2014,62,Cases_Spain,
5/12/2014,51,Cases_Spain,
5/10/2014,49,Cases_Spain,
5/7/2014,46,Cases_Spain,
5/5/2014,44,Cases_Spain,
5/3/2014,42,Cases_Spain,
5/1/2014,40,Cases_Spain,
4/26/2014,35,Cases_Spain,
4/24/2014,33,Cases_Spain,
4/23/2014,32,Cases_Spain,
4/22/2014,31,Cases_Spain,
4/21/2014,30,Cases_Spain,
4/20/2014,29,Cases_Spain,
4/17/2014,26,Cases_Spain,
4/16/2014,25,Cases_Spain,
4/15/2014,24,Cases_Spain,
4/14/2014,23,Cases_Spain,
4/11/2014,20,Cases_Spain,
4/9/2014,18,Cases_Spain,
4/7/2014,16,Cases_Spain,
4/4/2014,13,Cases_Spain,
4/1/2014,10,Cases_Spain,
3/31/2014,9,Cases_Spain,
3/29/2014,7,Cases_Spain,
3/28/2014,6,Cases_Spain,
3/27/2014,5,Cases_Spain,
3/26/2014,4,Cases_Spain,
3/25/2014,3,Cases_Spain,
3/24/2014,2,Cases_Spain,
3/22/2014,0,Cases_Spain,
1/5/2015,289,Cases_Mali,
1/4/2015,288,Cases_Mali,
1/3/2015,287,Cases_Mali,
1/2/2015,286,Cases_Mali,
12/31/2014,284,Cases_Mali,
12/28/2014,281,Cases_Mali,
12/27/2014,280,Cases_Mali,
12/24/2014,277,Cases_Mali,
12/21/2014,273,Cases_Mali,
12/20/2014,272,Cases_Mali,
12/18/2014,271,Cases_Mali,
12/14/2014,267,Cases_Mali,
12/9/2014,262,Cases_Mali,
12/7/2014,260,Cases_Mali,7.0
12/3/2014,256,Cases_Mali,
11/30/2014,253,Cases_Mali,7.0
11/28/2014,251,Cases_Mali,
11/23/2014,246,Cases_Mali,7.0
11/22/2014,245,Cases_Mali,
11/18/2014,241,Cases_Mali,6.0
11/16/2014,239,Cases_Mali,5.0
11/15/2014,238,Cases_Mali,
11/11/2014,234,Cases_Mali,4.0
11/10/2014,233,Cases_Mali,
11/9/2014,232,Cases_Mali,1.0
11/8/2014,231,Cases_Mali,
11/4/2014,227,Cases_Mali,1.0
11/3/2014,226,Cases_Mali,
11/2/2014,225,Cases_Mali,1.0
10/31/2014,222,Cases_Mali,
10/29/2014,220,Cases_Mali,1.0
10/27/2014,218,Cases_Mali,1.0
10/25/2014,216,Cases_Mali,
10/22/2014,214,Cases_Mali,1.0
10/21/2014,213,Cases_Mali,
10/19/2014,211,Cases_Mali,
10/18/2014,210,Cases_Mali,
10/14/2014,206,Cases_Mali,
10/13/2014,205,Cases_Mali,
10/12/2014,204,Cases_Mali,
10/11/2014,203,Cases_Mali,
10/8/2014,200,Cases_Mali,
10/7/2014,199,Cases_Mali,
10/5/2014,197,Cases_Mali,
10/4/2014,196,Cases_Mali,
10/1/2014,193,Cases_Mali,
9/28/2014,190,Cases_Mali,
9/23/2014,185,Cases_Mali,
9/21/2014,183,Cases_Mali,
9/20/2014,182,Cases_Mali,
9/19/2014,181,Cases_Mali,
9/17/2014,179,Cases_Mali,
9/14/2014,176,Cases_Mali,
9/13/2014,175,Cases_Mali,
9/10/2014,172,Cases_Mali,
9/9/2014,171,Cases_Mali,
9/7/2014,169,Cases_Mali,
9/5/2014,167,Cases_Mali,
8/31/2014,162,Cases_Mali,
8/26/2014,157,Cases_Mali,
8/20/2014,151,Cases_Mali,
8/18/2014,149,Cases_Mali,
8/16/2014,147,Cases_Mali,
8/13/2014,144,Cases_Mali,
8/11/2014,142,Cases_Mali,
8/9/2014,140,Cases_Mali,
8/6/2014,137,Cases_Mali,
8/4/2014,135,Cases_Mali,
8/1/2014,132,Cases_Mali,
7/30/2014,129,Cases_Mali,
7/27/2014,126,Cases_Mali,
7/23/2014,123,Cases_Mali,
7/20/2014,120,Cases_Mali,
7/17/2014,117,Cases_Mali,
7/14/2014,114,Cases_Mali,
7/12/2014,112,Cases_Mali,
7/8/2014,108,Cases_Mali,
7/6/2014,106,Cases_Mali,
7/2/2014,102,Cases_Mali,
6/30/2014,100,Cases_Mali,
6/22/2014,92,Cases_Mali,
6/20/2014,90,Cases_Mali,
6/19/2014,89,Cases_Mali,
6/18/2014,88,Cases_Mali,
6/17/2014,87,Cases_Mali,
6/16/2014,86,Cases_Mali,
6/10/2014,80,Cases_Mali,
6/5/2014,75,Cases_Mali,
6/3/2014,73,Cases_Mali,
6/1/2014,71,Cases_Mali,
5/28/2014,67,Cases_Mali,
5/27/2014,66,Cases_Mali,
5/23/2014,62,Cases_Mali,
5/12/2014,51,Cases_Mali,
5/10/2014,49,Cases_Mali,
5/7/2014,46,Cases_Mali,
5/5/2014,44,Cases_Mali,
5/3/2014,42,Cases_Mali,
5/1/2014,40,Cases_Mali,
4/26/2014,35,Cases_Mali,
4/24/2014,33,Cases_Mali,
4/23/2014,32,Cases_Mali,
4/22/2014,31,Cases_Mali,
4/21/2014,30,Cases_Mali,
4/20/2014,29,Cases_Mali,
4/17/2014,26,Cases_Mali,
4/16/2014,25,Cases_Mali,
4/15/2014,24,Cases_Mali,
4/14/2014,23,Cases_Mali,
4/11/2014,20,Cases_Mali,
4/9/2014,18,Cases_Mali,
4/7/2014,16,Cases_Mali,
4/4/2014,13,Cases_Mali,
4/1/2014,10,Cases_Mali,
3/31/2014,9,Cases_Mali,
3/29/2014,7,Cases_Mali,
3/28/2014,6,Cases_Mali,
3/27/2014,5,Cases_Mali,
3/26/2014,4,Cases_Mali,
3/25/2014,3,Cases_Mali,
3/24/2014,2,Cases_Mali,
3/22/2014,0,Cases_Mali,
1/5/2015,289,Deaths_Guinea,1786.0
1/4/2015,288,Deaths_Guinea,1781.0
1/3/2015,287,Deaths_Guinea,1767.0
1/2/2015,286,Deaths_Guinea,
12/31/2014,284,Deaths_Guinea,1739.0
12/28/2014,281,Deaths_Guinea,1708.0
12/27/2014,280,Deaths_Guinea,1697.0
12/24/2014,277,Deaths_Guinea,
12/21/2014,273,Deaths_Guinea,1607.0
12/20/2014,272,Deaths_Guinea,1586.0
12/18/2014,271,Deaths_Guinea,
12/14/2014,267,Deaths_Guinea,1525.0
12/9/2014,262,Deaths_Guinea,
12/7/2014,260,Deaths_Guinea,1428.0
12/3/2014,256,Deaths_Guinea,
11/30/2014,253,Deaths_Guinea,1327.0
11/28/2014,251,Deaths_Guinea,
11/23/2014,246,Deaths_Guinea,1260.0
11/22/2014,245,Deaths_Guinea,
11/18/2014,241,Deaths_Guinea,1214.0
11/16/2014,239,Deaths_Guinea,1192.0
11/15/2014,238,Deaths_Guinea,
11/11/2014,234,Deaths_Guinea,1166.0
11/10/2014,233,Deaths_Guinea,
11/9/2014,232,Deaths_Guinea,1142.0
11/8/2014,231,Deaths_Guinea,
11/4/2014,227,Deaths_Guinea,
11/3/2014,226,Deaths_Guinea,1054.0
11/2/2014,225,Deaths_Guinea,1041.0
10/31/2014,222,Deaths_Guinea,
10/29/2014,220,Deaths_Guinea,1018.0
10/27/2014,218,Deaths_Guinea,997.0
10/25/2014,216,Deaths_Guinea,
10/22/2014,214,Deaths_Guinea,
10/21/2014,213,Deaths_Guinea,926.0
10/19/2014,211,Deaths_Guinea,904.0
10/18/2014,210,Deaths_Guinea,
10/14/2014,206,Deaths_Guinea,862.0
10/13/2014,205,Deaths_Guinea,
10/12/2014,204,Deaths_Guinea,843.0
10/11/2014,203,Deaths_Guinea,
10/8/2014,200,Deaths_Guinea,
10/7/2014,199,Deaths_Guinea,778.0
10/5/2014,197,Deaths_Guinea,768.0
10/4/2014,196,Deaths_Guinea,
10/1/2014,193,Deaths_Guinea,739.0
9/28/2014,190,Deaths_Guinea,710.0
9/23/2014,185,Deaths_Guinea,648.0
9/21/2014,183,Deaths_Guinea,635.0
9/20/2014,182,Deaths_Guinea,
9/19/2014,181,Deaths_Guinea,632.0
9/17/2014,179,Deaths_Guinea,
9/14/2014,176,Deaths_Guinea,601.0
9/13/2014,175,Deaths_Guinea,595.0
9/10/2014,172,Deaths_Guinea,568.0
9/9/2014,171,Deaths_Guinea,
9/7/2014,169,Deaths_Guinea,557.0
9/5/2014,167,Deaths_Guinea,517.0
8/31/2014,162,Deaths_Guinea,494.0
8/26/2014,157,Deaths_Guinea,430.0
8/20/2014,151,Deaths_Guinea,406.0
8/18/2014,149,Deaths_Guinea,396.0
8/16/2014,147,Deaths_Guinea,394.0
8/13/2014,144,Deaths_Guinea,380.0
8/11/2014,142,Deaths_Guinea,377.0
8/9/2014,140,Deaths_Guinea,373.0
8/6/2014,137,Deaths_Guinea,367.0
8/4/2014,135,Deaths_Guinea,363.0
8/1/2014,132,Deaths_Guinea,358.0
7/30/2014,129,Deaths_Guinea,346.0
7/27/2014,126,Deaths_Guinea,339.0
7/23/2014,123,Deaths_Guinea,319.0
7/20/2014,120,Deaths_Guinea,314.0
7/17/2014,117,Deaths_Guinea,310.0
7/14/2014,114,Deaths_Guinea,310.0
7/12/2014,112,Deaths_Guinea,304.0
7/8/2014,108,Deaths_Guinea,309.0
7/6/2014,106,Deaths_Guinea,307.0
7/2/2014,102,Deaths_Guinea,305.0
6/30/2014,100,Deaths_Guinea,303.0
6/22/2014,92,Deaths_Guinea,
6/20/2014,90,Deaths_Guinea,270.0
6/19/2014,89,Deaths_Guinea,
6/18/2014,88,Deaths_Guinea,267.0
6/17/2014,87,Deaths_Guinea,
6/16/2014,86,Deaths_Guinea,264.0
6/10/2014,80,Deaths_Guinea,226.0
6/5/2014,75,Deaths_Guinea,
6/3/2014,73,Deaths_Guinea,215.0
6/1/2014,71,Deaths_Guinea,208.0
5/28/2014,67,Deaths_Guinea,193.0
5/27/2014,66,Deaths_Guinea,186.0
5/23/2014,62,Deaths_Guinea,174.0
5/12/2014,51,Deaths_Guinea,171.0
5/10/2014,49,Deaths_Guinea,157.0
5/7/2014,46,Deaths_Guinea,158.0
5/5/2014,44,Deaths_Guinea,157.0
5/3/2014,42,Deaths_Guinea,155.0
5/1/2014,40,Deaths_Guinea,149.0
4/26/2014,35,Deaths_Guinea,143.0
4/24/2014,33,Deaths_Guinea,
4/23/2014,32,Deaths_Guinea,141.0
4/22/2014,31,Deaths_Guinea,
4/21/2014,30,Deaths_Guinea,
4/20/2014,29,Deaths_Guinea,136.0
4/17/2014,26,Deaths_Guinea,129.0
4/16/2014,25,Deaths_Guinea,122.0
4/15/2014,24,Deaths_Guinea,
4/14/2014,23,Deaths_Guinea,108.0
4/11/2014,20,Deaths_Guinea,106.0
4/9/2014,18,Deaths_Guinea,101.0
4/7/2014,16,Deaths_Guinea,95.0
4/4/2014,13,Deaths_Guinea,86.0
4/1/2014,10,Deaths_Guinea,83.0
3/31/2014,9,Deaths_Guinea,80.0
3/29/2014,7,Deaths_Guinea,70.0
3/28/2014,6,Deaths_Guinea,70.0
3/27/2014,5,Deaths_Guinea,66.0
3/26/2014,4,Deaths_Guinea,62.0
3/25/2014,3,Deaths_Guinea,60.0
3/24/2014,2,Deaths_Guinea,59.0
3/22/2014,0,Deaths_Guinea,29.0
1/5/2015,289,Deaths_Liberia,
1/4/2015,288,Deaths_Liberia,
1/3/2015,287,Deaths_Liberia,3496.0
1/2/2015,286,Deaths_Liberia,3496.0
12/31/2014,284,Deaths_Liberia,3471.0
12/28/2014,281,Deaths_Liberia,3423.0
12/27/2014,280,Deaths_Liberia,
12/24/2014,277,Deaths_Liberia,3413.0
12/21/2014,273,Deaths_Liberia,
12/20/2014,272,Deaths_Liberia,3384.0
12/18/2014,271,Deaths_Liberia,3376.0
12/14/2014,267,Deaths_Liberia,
12/9/2014,262,Deaths_Liberia,3290.0
12/7/2014,260,Deaths_Liberia,
12/3/2014,256,Deaths_Liberia,3177.0
11/30/2014,253,Deaths_Liberia,
11/28/2014,251,Deaths_Liberia,3145.0
11/23/2014,246,Deaths_Liberia,
11/22/2014,245,Deaths_Liberia,3016.0
11/18/2014,241,Deaths_Liberia,2963.0
11/16/2014,239,Deaths_Liberia,
11/15/2014,238,Deaths_Liberia,2964.0
11/11/2014,234,Deaths_Liberia,
11/10/2014,233,Deaths_Liberia,2812.0
11/9/2014,232,Deaths_Liberia,
11/8/2014,231,Deaths_Liberia,2836.0
11/4/2014,227,Deaths_Liberia,2766.0
11/3/2014,226,Deaths_Liberia,
11/2/2014,225,Deaths_Liberia,
10/31/2014,222,Deaths_Liberia,2697.0
10/29/2014,220,Deaths_Liberia,
10/27/2014,218,Deaths_Liberia,
10/25/2014,216,Deaths_Liberia,2413.0
10/22/2014,214,Deaths_Liberia,
10/21/2014,213,Deaths_Liberia,
10/19/2014,211,Deaths_Liberia,
10/18/2014,210,Deaths_Liberia,2705.0
10/14/2014,206,Deaths_Liberia,
10/13/2014,205,Deaths_Liberia,2484.0
10/12/2014,204,Deaths_Liberia,
10/11/2014,203,Deaths_Liberia,2458.0
10/8/2014,200,Deaths_Liberia,
10/7/2014,199,Deaths_Liberia,2316.0
10/5/2014,197,Deaths_Liberia,
10/4/2014,196,Deaths_Liberia,2210.0
10/1/2014,193,Deaths_Liberia,2069.0
9/28/2014,190,Deaths_Liberia,1998.0
9/23/2014,185,Deaths_Liberia,1830.0
9/21/2014,183,Deaths_Liberia,1677.0
9/20/2014,182,Deaths_Liberia,
9/19/2014,181,Deaths_Liberia,
9/17/2014,179,Deaths_Liberia,1578.0
9/14/2014,176,Deaths_Liberia,1459.0
9/13/2014,175,Deaths_Liberia,1296.0
9/10/2014,172,Deaths_Liberia,
9/9/2014,171,Deaths_Liberia,
9/7/2014,169,Deaths_Liberia,1137.0
9/5/2014,167,Deaths_Liberia,1089.0
8/31/2014,162,Deaths_Liberia,871.0
8/26/2014,157,Deaths_Liberia,694.0
8/20/2014,151,Deaths_Liberia,624.0
8/18/2014,149,Deaths_Liberia,576.0
8/16/2014,147,Deaths_Liberia,466.0
8/13/2014,144,Deaths_Liberia,413.0
8/11/2014,142,Deaths_Liberia,355.0
8/9/2014,140,Deaths_Liberia,323.0
8/6/2014,137,Deaths_Liberia,294.0
8/4/2014,135,Deaths_Liberia,282.0
8/1/2014,132,Deaths_Liberia,255.0
7/30/2014,129,Deaths_Liberia,227.0
7/27/2014,126,Deaths_Liberia,156.0
7/23/2014,123,Deaths_Liberia,129.0
7/20/2014,120,Deaths_Liberia,127.0
7/17/2014,117,Deaths_Liberia,116.0
7/14/2014,114,Deaths_Liberia,106.0
7/12/2014,112,Deaths_Liberia,105.0
7/8/2014,108,Deaths_Liberia,88.0
7/6/2014,106,Deaths_Liberia,84.0
7/2/2014,102,Deaths_Liberia,75.0
6/30/2014,100,Deaths_Liberia,65.0
6/22/2014,92,Deaths_Liberia,34.0
6/20/2014,90,Deaths_Liberia,
6/19/2014,89,Deaths_Liberia,25.0
6/18/2014,88,Deaths_Liberia,
6/17/2014,87,Deaths_Liberia,
6/16/2014,86,Deaths_Liberia,24.0
6/10/2014,80,Deaths_Liberia,24.0
6/5/2014,75,Deaths_Liberia,
6/3/2014,73,Deaths_Liberia,12.0
6/1/2014,71,Deaths_Liberia,12.0
5/28/2014,67,Deaths_Liberia,12.0
5/27/2014,66,Deaths_Liberia,11.0
5/23/2014,62,Deaths_Liberia,11.0
5/12/2014,51,Deaths_Liberia,11.0
5/10/2014,49,Deaths_Liberia,11.0
5/7/2014,46,Deaths_Liberia,11.0
5/5/2014,44,Deaths_Liberia,11.0
5/3/2014,42,Deaths_Liberia,11.0
5/1/2014,40,Deaths_Liberia,11.0
4/26/2014,35,Deaths_Liberia,
4/24/2014,33,Deaths_Liberia,
4/23/2014,32,Deaths_Liberia,
4/22/2014,31,Deaths_Liberia,
4/21/2014,30,Deaths_Liberia,11.0
4/20/2014,29,Deaths_Liberia,6.0
4/17/2014,26,Deaths_Liberia,
4/16/2014,25,Deaths_Liberia,13.0
4/15/2014,24,Deaths_Liberia,
4/14/2014,23,Deaths_Liberia,
4/11/2014,20,Deaths_Liberia,13.0
4/9/2014,18,Deaths_Liberia,12.0
4/7/2014,16,Deaths_Liberia,10.0
4/4/2014,13,Deaths_Liberia,7.0
4/1/2014,10,Deaths_Liberia,5.0
3/31/2014,9,Deaths_Liberia,4.0
3/29/2014,7,Deaths_Liberia,2.0
3/28/2014,6,Deaths_Liberia,3.0
3/27/2014,5,Deaths_Liberia,6.0
3/26/2014,4,Deaths_Liberia,
3/25/2014,3,Deaths_Liberia,
3/24/2014,2,Deaths_Liberia,
3/22/2014,0,Deaths_Liberia,
1/5/2015,289,Deaths_SierraLeone,2977.0
1/4/2015,288,Deaths_SierraLeone,2943.0
1/3/2015,287,Deaths_SierraLeone,2915.0
1/2/2015,286,Deaths_SierraLeone,
12/31/2014,284,Deaths_SierraLeone,2827.0
12/28/2014,281,Deaths_SierraLeone,2758.0
12/27/2014,280,Deaths_SierraLeone,2732.0
12/24/2014,277,Deaths_SierraLeone,2655.0
12/21/2014,273,Deaths_SierraLeone,2582.0
12/20/2014,272,Deaths_SierraLeone,2556.0
12/18/2014,271,Deaths_SierraLeone,
12/14/2014,267,Deaths_SierraLeone,2085.0
12/9/2014,262,Deaths_SierraLeone,
12/7/2014,260,Deaths_SierraLeone,1768.0
12/3/2014,256,Deaths_SierraLeone,
11/30/2014,253,Deaths_SierraLeone,1583.0
11/28/2014,251,Deaths_SierraLeone,
11/23/2014,246,Deaths_SierraLeone,1398.0
11/22/2014,245,Deaths_SierraLeone,
11/18/2014,241,Deaths_SierraLeone,1267.0
11/16/2014,239,Deaths_SierraLeone,1250.0
11/15/2014,238,Deaths_SierraLeone,
11/11/2014,234,Deaths_SierraLeone,1187.0
11/10/2014,233,Deaths_SierraLeone,
11/9/2014,232,Deaths_SierraLeone,1169.0
11/8/2014,231,Deaths_SierraLeone,
11/4/2014,227,Deaths_SierraLeone,1130.0
11/3/2014,226,Deaths_SierraLeone,
11/2/2014,225,Deaths_SierraLeone,1070.0
10/31/2014,222,Deaths_SierraLeone,
10/29/2014,220,Deaths_SierraLeone,1510.0
10/27/2014,218,Deaths_SierraLeone,1500.0
10/25/2014,216,Deaths_SierraLeone,
10/22/2014,214,Deaths_SierraLeone,1281.0
10/21/2014,213,Deaths_SierraLeone,
10/19/2014,211,Deaths_SierraLeone,1259.0
10/18/2014,210,Deaths_SierraLeone,
10/14/2014,206,Deaths_SierraLeone,1200.0
10/13/2014,205,Deaths_SierraLeone,
10/12/2014,204,Deaths_SierraLeone,1183.0
10/11/2014,203,Deaths_SierraLeone,
10/8/2014,200,Deaths_SierraLeone,930.0
10/7/2014,199,Deaths_SierraLeone,
10/5/2014,197,Deaths_SierraLeone,879.0
10/4/2014,196,Deaths_SierraLeone,
10/1/2014,193,Deaths_SierraLeone,623.0
9/28/2014,190,Deaths_SierraLeone,622.0
9/23/2014,185,Deaths_SierraLeone,605.0
9/21/2014,183,Deaths_SierraLeone,597.0
9/20/2014,182,Deaths_SierraLeone,593.0
9/19/2014,181,Deaths_SierraLeone,
9/17/2014,179,Deaths_SierraLeone,
9/14/2014,176,Deaths_SierraLeone,562.0
9/13/2014,175,Deaths_SierraLeone,562.0
9/10/2014,172,Deaths_SierraLeone,536.0
9/9/2014,171,Deaths_SierraLeone,
9/7/2014,169,Deaths_SierraLeone,524.0
9/5/2014,167,Deaths_SierraLeone,491.0
8/31/2014,162,Deaths_SierraLeone,476.0
8/26/2014,157,Deaths_SierraLeone,422.0
8/20/2014,151,Deaths_SierraLeone,392.0
8/18/2014,149,Deaths_SierraLeone,374.0
8/16/2014,147,Deaths_SierraLeone,365.0
8/13/2014,144,Deaths_SierraLeone,348.0
8/11/2014,142,Deaths_SierraLeone,334.0
8/9/2014,140,Deaths_SierraLeone,315.0
8/6/2014,137,Deaths_SierraLeone,298.0
8/4/2014,135,Deaths_SierraLeone,286.0
8/1/2014,132,Deaths_SierraLeone,273.0
7/30/2014,129,Deaths_SierraLeone,252.0
7/27/2014,126,Deaths_SierraLeone,233.0
7/23/2014,123,Deaths_SierraLeone,224.0
7/20/2014,120,Deaths_SierraLeone,219.0
7/17/2014,117,Deaths_SierraLeone,206.0
7/14/2014,114,Deaths_SierraLeone,197.0
7/12/2014,112,Deaths_SierraLeone,194.0
7/8/2014,108,Deaths_SierraLeone,142.0
7/6/2014,106,Deaths_SierraLeone,127.0
7/2/2014,102,Deaths_SierraLeone,101.0
6/30/2014,100,Deaths_SierraLeone,99.0
6/22/2014,92,Deaths_SierraLeone,
6/20/2014,90,Deaths_SierraLeone,34.0
6/19/2014,89,Deaths_SierraLeone,
6/18/2014,88,Deaths_SierraLeone,28.0
6/17/2014,87,Deaths_SierraLeone,49.0
6/16/2014,86,Deaths_SierraLeone,
6/10/2014,80,Deaths_SierraLeone,7.0
6/5/2014,75,Deaths_SierraLeone,6.0
6/3/2014,73,Deaths_SierraLeone,6.0
6/1/2014,71,Deaths_SierraLeone,6.0
5/28/2014,67,Deaths_SierraLeone,6.0
5/27/2014,66,Deaths_SierraLeone,5.0
5/23/2014,62,Deaths_SierraLeone,0.0
5/12/2014,51,Deaths_SierraLeone,0.0
5/10/2014,49,Deaths_SierraLeone,0.0
5/7/2014,46,Deaths_SierraLeone,0.0
